w_geocode,h_geocode,S000,SA01,SA02,SA03,SE01,SE02,SE03,SI01,SI02,SI03,createdate
480019501001007,261635561004001,1,0,1,0,0,1,0,0,0,1,20160228
480019501001007,261635561004008,1,0,1,0,0,1,0,0,0,1,20160228
480019501001078,261635571002001,1,0,0,1,1,0,0,0,1,0,20160228
480019501001079,261635561003003,1,0,0,1,1,0,0,0,0,1,20160228
480019505001008,450630202022004,1,0,1,0,0,0,1,0,1,0,20160228
480019505001034,450630202012022,1,1,0,0,1,0,0,0,1,0,20160228
480019505001035,220379513002006,1,0,0,1,1,0,0,0,0,1,20160228
480019505001035,450630201001054,1,1,0,0,1,0,0,0,0,1,20160228
480019505002000,450630201001011,1,1,0,0,1,0,0,0,0,1,20160228
480019505002035,450630201001032,1,1,0,0,1,0,0,0,0,1,20160228
480019505003017,220379513001006,1,0,0,1,1,0,0,0,0,1,20160228
480019505003017,450630201001032,1,0,0,1,0,0,1,0,0,1,20160228
480019505003017,450630201001034,1,1,0,0,1,0,0,0,0,1,20160228
480019505003017,450630202012002,1,0,1,0,0,1,0,1,0,0,20160228
480019505003017,450630202012033,1,0,1,0,0,1,0,1,0,0,20160228
480019505003036,450630202012004,1,1,0,0,1,0,0,0,1,0,20160228
480019505003037,450630201001032,1,0,1,0,1,0,0,0,0,1,20160228
480019507002027,220170212002018,1,1,0,0,1,0,0,0,1,0,20160228
480019507002041,470470603003012,1,0,0,1,1,0,0,0,1,0,20160228
480019507003022,220790101002003,1,0,1,0,0,1,0,0,1,0,20160228
480019507003028,470470603001073,1,0,1,0,0,0,1,1,0,0,20160228
480019507003034,220170253002057,1,1,0,0,1,0,0,0,0,1,20160228
480019507003037,470470608003010,1,0,0,1,0,1,0,1,0,0,20160228
480019507003052,470470603001000,1,0,1,0,1,0,0,0,1,0,20160228
480019507003061,470470608003038,1,0,0,1,0,1,0,0,1,0,20160228
480019507003064,470470608002006,1,1,0,0,0,1,0,0,0,1,20160228
480019508001000,470299201003055,1,0,1,0,1,0,0,0,1,0,20160228
480019508001005,470299201002050,1,0,0,1,0,1,0,0,0,1,20160228
480019508002028,401091001001039,1,1,0,0,1,0,0,0,1,0,20160228
480019508002028,470299201001050,1,0,0,1,0,1,0,0,1,0,20160228
480019508002031,220170253002081,1,1,0,0,1,0,0,0,1,0,20160228
480019508002031,470299201002041,1,0,0,1,0,0,1,0,1,0,20160228
480019508002031,470299201003010,1,0,1,0,1,0,0,0,1,0,20160228
480019508002031,470299201003014,1,0,0,1,1,0,0,0,1,0,20160228
480019508002033,470299201002059,1,0,1,0,0,0,1,0,0,1,20160228
480019508002033,470299201003017,1,1,0,0,1,0,0,0,0,1,20160228
480019508002039,220170253001076,1,0,1,0,0,1,0,0,1,0,20160228
480019508004015,470299201001019,1,0,1,0,1,0,0,1,0,0,20160228
480019508004015,470299201003016,1,0,1,0,0,1,0,1,0,0,20160228
480019509012026,050299501001018,1,0,1,0,0,1,0,0,0,1,20160228
480019509012026,050299502001099,1,0,1,0,0,1,0,0,0,1,20160228
480019509012026,220170205001008,1,0,1,0,0,0,1,0,0,1,20160228
480019509013008,050299501002185,1,1,0,0,0,1,0,0,1,0,20160228
480019509013008,220170253001095,1,1,0,0,1,0,0,0,1,0,20160228
480019509013008,220170253001128,1,0,1,0,1,0,0,0,1,0,20160228
480019509023013,050299501001078,1,0,1,0,0,0,1,0,1,0,20160228
480019509023020,220790103004013,1,1,0,0,1,0,0,1,0,0,20160228
480019509024021,261635562001016,1,0,1,0,1,0,0,0,1,0,20160228
480019509024021,261635562003001,1,0,0,1,0,1,0,0,1,0,20160228
480019510002023,420333301004020,1,0,0,1,0,1,0,0,0,1,20160228
480019510002113,420333301002000,1,1,0,0,1,0,0,0,0,1,20160228
480019510003019,420333303003007,1,0,0,1,0,1,0,0,1,0,20160228
480019510006023,420333302003040,1,0,1,0,1,0,0,0,1,0,20160228
480019511001044,271230315001009,1,0,0,1,0,1,0,1,0,0,20160228
480019511004010,271230333001015,1,0,0,1,0,1,0,1,0,0,20160228
480019511004037,471570003002006,1,0,1,0,0,1,0,1,0,0,20160228
480019511004042,271230358003004,1,0,0,1,0,1,0,1,0,0,20160228
480019511004042,471570003001023,1,0,0,1,0,0,1,1,0,0,20160228
480019511004053,271230308001011,1,0,0,1,0,1,0,1,0,0,20160228
480019511004053,271230346021007,1,0,0,1,0,1,0,1,0,0,20160228
480019511004053,271230374033001,1,0,0,1,0,1,0,1,0,0,20160228
480019511004053,271230430003007,1,0,0,1,0,1,0,1,0,0,20160228
480019511004053,471570003001026,1,0,0,1,0,1,0,0,1,0,20160228
480039501001416,350250005023008,1,0,1,0,0,1,0,0,0,1,20160228
480039501001416,350250005024005,1,0,1,0,0,1,0,0,0,1,20160228
480039501001416,350250005025002,1,0,1,0,0,1,0,0,0,1,20160228
480039501001416,350250005031002,1,0,1,0,0,0,1,0,0,1,20160228
480039501001416,350250005031006,2,1,1,0,0,1,1,0,0,2,20160228
480039501001416,350250005032014,1,1,0,0,0,1,0,0,0,1,20160228
480039501001416,350250005033022,1,0,1,0,0,0,1,0,0,1,20160228
480039501001416,350250005041026,1,1,0,0,0,1,0,0,0,1,20160228
480039501001416,350250005043001,1,1,0,0,0,1,0,0,0,1,20160228
480039501001416,350250007022179,1,0,1,0,0,1,0,0,0,1,20160228
480039501001416,350250007031075,1,0,1,0,0,1,0,0,0,1,20160228
480039501001416,350250008001042,1,1,0,0,0,1,0,0,0,1,20160228
480039501001416,350250008002944,1,1,0,0,0,1,0,0,0,1,20160228
480039501001416,350250008003079,1,0,1,0,0,1,0,0,0,1,20160228
480039501001416,350250008003097,1,1,0,0,0,1,0,0,0,1,20160228
480039501001416,350250008004033,1,1,0,0,0,1,0,0,0,1,20160228
480039501001416,350250008004034,1,0,1,0,0,1,0,0,0,1,20160228
480039501001416,350250009001691,1,0,1,0,0,1,0,0,0,1,20160228
480039501001416,350250009002001,1,0,1,0,0,1,0,0,0,1,20160228
480039501001416,350250009002002,1,0,1,0,0,1,0,0,0,1,20160228
480039501001416,350250009002027,1,0,1,0,0,1,0,0,0,1,20160228
480039501001416,350250009002079,1,0,1,0,0,1,0,0,0,1,20160228
480039501001416,350250009003017,1,0,1,0,0,1,0,0,0,1,20160228
480039501001416,350250009003065,1,0,1,0,0,1,0,0,0,1,20160228
480039501001756,350150005003007,1,0,0,1,1,0,0,0,0,1,20160228
480039501001756,350250008001093,1,0,1,0,1,0,0,0,0,1,20160228
480039501001756,350250008003026,1,0,1,0,1,0,0,0,0,1,20160228
480039501001768,350250008004072,1,0,1,0,1,0,0,0,0,1,20160228
480039501001858,350150005001040,1,1,0,0,0,1,0,0,1,0,20160228
480039501001858,350150005001082,2,1,1,0,0,1,1,2,0,0,20160228
480039501001858,350150005002029,1,0,1,0,0,1,0,1,0,0,20160228
480039501001858,350250005026006,1,0,1,0,0,1,0,0,0,1,20160228
480039501001858,350250005033005,1,1,0,0,1,0,0,0,0,1,20160228
480039501001858,350250006003005,1,0,1,0,1,0,0,1,0,0,20160228
480039502001051,060371321012000,1,0,1,0,0,0,1,1,0,0,20160228
480039502001051,350150001001011,1,0,1,0,0,0,1,1,0,0,20160228
480039502001051,350150001001024,1,0,1,0,0,0,1,1,0,0,20160228
480039502001051,350150001001037,1,0,0,1,0,0,1,1,0,0,20160228
480039502001051,350150001001049,1,0,1,0,0,0,1,1,0,0,20160228
480039502001051,350150001001052,1,0,1,0,0,0,1,1,0,0,20160228
480039502001051,350150001001092,2,0,1,1,0,0,2,2,0,0,20160228
480039502001051,350150001001139,1,0,1,0,0,0,1,1,0,0,20160228
480039502001051,350150002003070,1,1,0,0,0,0,1,1,0,0,20160228
480039502001051,400039560002037,1,0,1,0,0,1,0,1,0,0,20160228
480039502002031,350150002003085,1,1,0,0,0,0,1,1,0,0,20160228
480039502003020,060730085012002,1,0,1,0,1,0,0,0,0,1,20160228
480039502003060,350150001001007,1,0,1,0,0,1,0,0,0,1,20160228
480039502003060,350150001001046,1,0,1,0,0,1,0,0,0,1,20160228
480039502006026,350150001001079,1,0,0,1,0,0,1,1,0,0,20160228
480039503001000,240150301002009,1,0,1,0,0,1,0,1,0,0,20160228
480039503001000,350150002003041,1,1,0,0,1,0,0,1,0,0,20160228
480039503001028,240150302004042,1,0,0,1,1,0,0,0,0,1,20160228
480039503001037,240150301001011,1,1,0,0,0,1,0,0,0,1,20160228
480039503001060,350150001001004,1,0,1,0,0,0,1,1,0,0,20160228
480039503002030,240150301003075,1,0,0,1,1,0,0,0,0,1,20160228
480039503002036,240150301001049,1,0,0,1,1,0,0,0,0,1,20160228
480039503002039,240150301002085,1,0,1,0,1,0,0,0,0,1,20160228
480039503002082,240150302002040,1,1,0,0,0,0,1,1,0,0,20160228
480039503002082,240150305011026,1,1,0,0,0,0,1,1,0,0,20160228
480039503003022,240150301002085,1,1,0,0,1,0,0,0,1,0,20160228
480039503003047,240150301002065,1,0,1,0,0,1,0,0,1,0,20160228
480039503003049,240150301002095,1,0,0,1,0,1,0,0,1,0,20160228
480039504001031,350150010005110,1,0,1,0,0,0,1,0,0,1,20160228
480050001012001,270054502001102,1,1,0,0,1,0,0,0,1,0,20160228
480050001013003,220150104002017,1,0,1,0,1,0,0,0,0,1,20160228
480050001013003,270054501001040,1,1,0,0,1,0,0,0,0,1,20160228
480050002003015,220139701004023,1,0,0,1,1,0,0,1,0,0,20160228
480050003013041,220790101002008,1,1,0,0,0,0,1,0,1,0,20160228
480050003013043,261210042001070,1,0,1,0,0,0,1,0,1,0,20160228
480050003013053,261210001003010,1,0,1,0,0,1,0,1,0,0,20160228
480050003021002,261210001001000,1,0,1,0,0,0,1,1,0,0,20160228
480050003021009,261210042003028,1,0,0,1,0,1,0,1,0,0,20160228
480050003021041,261210001002022,1,0,1,0,0,1,0,1,0,0,20160228
480050003022002,261210001003010,1,1,0,0,0,1,0,0,1,0,20160228
480050003022026,261210001001000,2,1,0,1,0,2,0,0,0,2,20160228
480050003022026,261210001003003,1,0,0,1,1,0,0,0,0,1,20160228
480050003022026,261210001004005,1,1,0,0,1,0,0,0,0,1,20160228
480050003022028,261210001002020,1,0,0,1,1,0,0,0,0,1,20160228
480050003022029,261210001001001,1,1,0,0,0,1,0,0,0,1,20160228
480050004001031,360050283001008,1,0,0,1,0,0,1,0,1,0,20160228
480050004001032,051190044001150,1,1,0,0,0,1,0,1,0,0,20160228
480050004001044,220550002001025,1,0,0,1,0,1,0,1,0,0,20160228
480050004001044,220730001003002,1,0,1,0,0,1,0,1,0,0,20160228
480050004001044,220730002004044,1,0,1,0,0,1,0,1,0,0,20160228
480050004001044,220790101005029,1,0,0,1,0,1,0,1,0,0,20160228
480050004001044,360050267011000,1,0,1,0,0,0,1,1,0,0,20160228
480050004002004,220730001004000,1,0,0,1,0,1,0,1,0,0,20160228
480050004002004,360050267021001,1,1,0,0,0,1,0,1,0,0,20160228
480050004002011,280070601001201,1,1,0,0,1,0,0,1,0,0,20160228
480050004002021,360050267022000,1,1,0,0,0,1,0,1,0,0,20160228
480050004002021,360050281002001,1,0,0,1,0,1,0,0,1,0,20160228
480050004002022,220550001001024,1,1,0,0,1,0,0,0,0,1,20160228
480050004002022,220790101004009,1,1,0,0,1,0,0,0,0,1,20160228
480050004002025,220790101001004,1,0,0,1,0,0,1,0,1,0,20160228
480050004002029,220730001004008,1,0,1,0,0,1,0,0,1,0,20160228
480050004002052,280070601002089,1,1,0,0,1,0,0,1,0,0,20160228
480050004002058,220790101001013,1,1,0,0,0,0,1,0,0,1,20160228
480050004002058,220790101003025,1,1,0,0,0,0,1,0,0,1,20160228
480050004002058,360050267013000,1,0,0,1,1,0,0,0,1,0,20160228
480050004002058,360050267023000,1,0,0,1,1,0,0,0,0,1,20160228
480050004002058,360050283002003,1,0,0,1,0,1,0,0,1,0,20160228
480050004002067,220790101001006,1,1,0,0,1,0,0,0,0,1,20160228
480050004002092,051190044001208,1,0,0,1,0,1,0,1,0,0,20160228
480050004002092,051190044001210,1,0,1,0,0,1,0,1,0,0,20160228
480050004002092,060710010012001,1,1,0,0,0,1,0,1,0,0,20160228
480050004002092,220550001001020,1,0,1,0,0,1,0,1,0,0,20160228
480050004002092,220550001001030,1,0,1,0,0,1,0,1,0,0,20160228
480050004002092,220550001002118,1,0,1,0,0,1,0,1,0,0,20160228
480050004002092,220730001004006,1,1,0,0,0,1,0,1,0,0,20160228
480050004002092,220730001005007,1,0,1,0,0,1,0,1,0,0,20160228
480050004002092,220790101002008,1,0,1,0,0,1,0,1,0,0,20160228
480050004002092,220790101003014,1,0,1,0,0,1,0,1,0,0,20160228
480050004002092,220790101003034,1,0,0,1,0,1,0,1,0,0,20160228
480050004002092,220790101005013,1,0,0,1,0,1,0,1,0,0,20160228
480050004002092,280070601001141,1,1,0,0,0,1,0,1,0,0,20160228
480050004002092,360050267011002,1,0,0,1,1,0,0,1,0,0,20160228
480050004002092,360050267012000,1,1,0,0,0,1,0,1,0,0,20160228
480050004002092,360050267025000,2,1,1,0,0,2,0,2,0,0,20160228
480050004002092,401091002003012,1,0,1,0,0,1,0,1,0,0,20160228
480050004003008,360050267024000,1,0,0,1,0,0,1,0,0,1,20160228
480050004003009,360050267011002,1,1,0,0,0,1,0,0,0,1,20160228
480050004004049,220730001004021,1,0,0,1,0,1,0,0,0,1,20160228
480050004004055,360050267012000,1,0,1,0,1,0,0,0,0,1,20160228
480050004004057,220790101002012,1,0,1,0,1,0,0,0,0,1,20160228
480050005001004,050014802001132,1,0,1,0,0,1,0,0,1,0,20160228
480050005001022,360810797011000,1,0,1,0,0,0,1,1,0,0,20160228
480050005002027,360810797012000,1,0,1,0,0,0,1,1,0,0,20160228
480050005002027,360810797022000,1,1,0,0,0,1,0,0,1,0,20160228
480050005002037,220710007011001,1,0,1,0,0,1,0,0,0,1,20160228
480050005002048,220139701003049,1,0,1,0,0,1,0,0,1,0,20160228
480050005002057,220139701004081,1,0,1,0,0,1,0,0,1,0,20160228
480050005004008,360810797012000,1,1,0,0,0,0,1,1,0,0,20160228
480050005004020,050014802001347,1,0,1,0,0,1,0,0,1,0,20160228
480050005004020,050534701003084,1,0,0,1,1,0,0,0,1,0,20160228
480050005004020,220710007011004,1,0,1,0,0,1,0,0,0,1,20160228
480050005004020,220710007012001,1,0,1,0,0,1,0,0,0,1,20160228
480050005004020,220730001005009,1,0,1,0,0,1,0,0,0,1,20160228
480050005004020,360810797012000,1,0,0,1,1,0,0,0,0,1,20160228
480050005004020,360810797021002,1,1,0,0,0,1,0,1,0,0,20160228
480050005004028,220139701003014,1,0,0,1,0,1,0,0,1,0,20160228
480050005004038,360810797011000,1,0,1,0,1,0,0,0,0,1,20160228
480050005004048,220139701002017,1,0,1,0,0,1,0,0,1,0,20160228
480050006001013,220139701001058,1,0,1,0,0,1,0,0,1,0,20160228
480050006001018,220330032012004,1,1,0,0,1,0,0,0,1,0,20160228
480050006001018,220330032012010,1,0,1,0,0,0,1,0,1,0,20160228
480050006001025,220139701002025,1,0,1,0,1,0,0,0,0,1,20160228
480050006001029,220330032012001,1,1,0,0,1,0,0,0,0,1,20160228
480050006001029,220330032013001,1,1,0,0,1,0,0,1,0,0,20160228
480050006001058,220139701004049,1,0,1,0,1,0,0,0,0,1,20160228
480050006002020,220730001005007,1,0,0,1,0,1,0,0,1,0,20160228
480050006003006,220330032012012,1,0,1,0,0,0,1,1,0,0,20160228
480050006003006,401310501012017,1,0,1,0,0,0,1,1,0,0,20160228
480050006003006,401310501012018,1,0,1,0,0,0,1,1,0,0,20160228
480050006004020,220330032023016,1,0,0,1,1,0,0,0,1,0,20160228
480050006004033,220330032012002,1,0,0,1,1,0,0,0,0,1,20160228
480050007001028,220550001002010,1,1,0,0,1,0,0,0,0,1,20160228
480050007002018,050234801001073,1,1,0,0,1,0,0,0,0,1,20160228
480050007002026,220170205001007,1,0,1,0,0,0,1,0,1,0,20160228
480050007002029,050234801003056,1,1,0,0,1,0,0,0,0,1,20160228
480050007002029,220170253001128,1,1,0,0,0,1,0,0,0,1,20160228
480050007002029,220170253002068,1,1,0,0,1,0,0,0,0,1,20160228
480050007002037,320310010133014,1,0,1,0,0,1,0,0,0,1,20160228
480050007003056,220170205002006,1,0,1,0,0,0,1,0,1,0,20160228
480050007003056,220170253001082,1,0,1,0,0,0,1,0,1,0,20160228
480050008001006,220039501003160,1,1,0,0,1,0,0,1,0,0,20160228
480050008001006,360270400032000,1,1,0,0,1,0,0,1,0,0,20160228
480050008001008,360270100001013,1,1,0,0,0,1,0,0,0,1,20160228
480050008001008,360270100003008,1,0,0,1,1,0,0,0,1,0,20160228
480050008001027,360270100002000,1,0,0,1,1,0,0,0,0,1,20160228
480050008002021,050014802002044,1,1,0,0,0,0,1,0,0,1,20160228
480050008003000,051190044001076,1,0,1,0,1,0,0,0,0,1,20160228
480050008003000,280070601002043,1,0,1,0,1,0,0,0,0,1,20160228
480050008003000,360270100003033,1,0,1,0,0,1,0,0,0,1,20160228
480050008003004,050014801001036,1,1,0,0,0,1,0,0,1,0,20160228
480050008003004,050014801002061,1,0,1,0,0,1,0,0,1,0,20160228
480050008003004,050014801002197,1,1,0,0,0,1,0,0,1,0,20160228
480050008003004,051190044001048,1,1,0,0,1,0,0,0,1,0,20160228
480050008003004,220190001001009,1,0,1,0,0,1,0,0,0,1,20160228
480050008003004,220190001002033,1,0,1,0,0,1,0,0,1,0,20160228
480050008003004,220190001002044,1,0,1,0,0,1,0,0,1,0,20160228
480050008003004,220730001002002,1,1,0,0,1,0,0,0,1,0,20160228
480050008003009,360270100003023,1,0,0,1,0,1,0,0,0,1,20160228
480050008003013,360270100003023,1,0,1,0,1,0,0,0,0,1,20160228
480050008003014,290430201011004,1,0,1,0,1,0,0,0,1,0,20160228
480050008003017,050014801002080,1,1,0,0,0,1,0,0,1,0,20160228
480050008004009,051190044001111,1,1,0,0,1,0,0,0,1,0,20160228
480050008004013,050014801001001,1,1,0,0,1,0,0,0,1,0,20160228
480050008004013,050014801001007,1,0,1,0,0,1,0,0,1,0,20160228
480050008004013,050014801001063,1,0,1,0,1,0,0,0,1,0,20160228
480050008004013,050014801002081,1,1,0,0,1,0,0,0,1,0,20160228
480050008004013,050014801002089,1,1,0,0,0,1,0,0,1,0,20160228
480050008004013,290430201022130,1,1,0,0,1,0,0,0,1,0,20160228
480050008004013,360270100002024,1,0,0,1,1,0,0,0,1,0,20160228
480050008004013,360270100003017,1,0,1,0,1,0,0,0,1,0,20160228
480050008004015,360270100002034,1,0,1,0,0,0,1,0,0,1,20160228
480050008004021,220039502003006,1,1,0,0,1,0,0,1,0,0,20160228
480050008004021,220190001001021,1,0,0,1,0,1,0,0,1,0,20160228
480050008004021,360270100001005,1,0,1,0,0,0,1,1,0,0,20160228
480050008004021,360270100002013,1,1,0,0,0,1,0,1,0,0,20160228
480050008004021,360270100003005,1,0,1,0,0,0,1,1,0,0,20160228
480050008004021,360270100003007,1,0,1,0,0,1,0,1,0,0,20160228
480050009012009,220730002003020,1,1,0,0,1,0,0,0,1,0,20160228
480050009012009,400239669002068,1,0,1,0,0,1,0,0,0,1,20160228
480050009012049,220550002001027,1,0,0,1,0,0,1,0,0,1,20160228
480050009013018,050014801002079,1,0,0,1,0,0,1,0,0,1,20160228
480050009013018,220170207002022,1,1,0,0,1,0,0,0,1,0,20160228
480050009013018,220550022002002,1,1,0,0,0,1,0,0,0,1,20160228
480050009013018,270251103012005,1,1,0,0,1,0,0,0,1,0,20160228
480050009013018,290179502003034,1,0,1,0,1,0,0,0,0,1,20160228
480050009013027,220170205002014,1,1,0,0,1,0,0,0,0,1,20160228
480050009013027,220550001001005,1,0,1,0,1,0,0,0,0,1,20160228
480050009013027,220550001002058,1,0,1,0,0,0,1,1,0,0,20160228
480050009013027,220550001002118,1,0,1,0,0,0,1,1,0,0,20160228
480050009013027,220730002003003,1,1,0,0,0,1,0,0,1,0,20160228
480050009013027,270251101001018,1,1,0,0,0,0,1,1,0,0,20160228
480050009013027,270251101001039,1,1,0,0,0,1,0,1,0,0,20160228
480050009013027,270251101002036,1,0,1,0,0,1,0,1,0,0,20160228
480050009013027,270251102004011,1,0,0,1,0,1,0,1,0,0,20160228
480050009013027,470110102003053,1,0,0,1,0,1,0,0,0,1,20160228
480050009013027,470110103002009,1,0,0,1,0,1,0,0,0,1,20160228
480050009014000,220170205002006,1,0,1,0,0,1,0,0,1,0,20160228
480050009014012,290179502003023,1,0,1,0,0,0,1,0,0,1,20160228
480050009014023,220550001001017,1,0,1,0,1,0,0,0,0,1,20160228
480050009014030,270251101003075,1,0,0,1,0,1,0,0,0,1,20160228
480050009021000,050014801001023,1,1,0,0,1,0,0,0,1,0,20160228
480050009021000,220170253001094,1,0,0,1,0,1,0,0,1,0,20160228
480050009021000,220730002003009,1,1,0,0,1,0,0,0,1,0,20160228
480050009021002,220730001005007,1,1,0,0,1,0,0,0,0,1,20160228
480050009021006,470110104002012,1,0,0,1,0,1,0,0,0,1,20160228
480050009021007,280350003001000,1,1,0,0,1,0,0,0,0,1,20160228
480050009021011,290179502004014,1,0,1,0,1,0,0,0,0,1,20160228
480050009021021,270251101001049,1,1,0,0,1,0,0,0,0,1,20160228
480050009022003,220170253001107,1,0,1,0,0,1,0,0,1,0,20160228
480050009022003,220730002002010,1,1,0,0,1,0,0,0,1,0,20160228
480050009022003,270251101002032,1,0,0,1,0,0,1,0,1,0,20160228
480050009022004,220730002001035,1,1,0,0,1,0,0,0,1,0,20160228
480050009022009,050014802001351,1,0,0,1,0,1,0,1,0,0,20160228
480050009022025,290179502003018,1,0,1,0,1,0,0,0,0,1,20160228
480050010012022,390490046101013,1,1,0,0,1,0,0,0,1,0,20160228
480050010012022,390490046104000,1,0,0,1,1,0,0,0,1,0,20160228
480050010021003,390490046104001,1,0,1,0,0,0,1,0,0,1,20160228
480050010021008,220330032012000,1,0,1,0,0,1,0,0,0,1,20160228
480050010021008,390490046101007,1,1,0,0,1,0,0,0,0,1,20160228
480050010021008,390490046101009,1,0,1,0,0,0,1,0,0,1,20160228
480050010021008,390490048103000,1,1,0,0,1,0,0,1,0,0,20160228
480050010022004,390490046103007,2,1,1,0,0,1,1,2,0,0,20160228
480050010022026,390490046103005,1,0,1,0,0,0,1,0,0,1,20160228
480050010022048,390490046102006,1,0,0,1,0,0,1,1,0,0,20160228
480050011001015,220139701004028,1,0,1,0,0,1,0,0,0,1,20160228
480050011001015,360750201001181,1,1,0,0,0,1,0,0,0,1,20160228
480050011001044,360750202001128,1,0,0,1,0,1,0,0,0,1,20160228
480050011002000,360750201001146,1,0,0,1,1,0,0,0,0,1,20160228
480050011002005,360750202001019,1,1,0,0,0,1,0,1,0,0,20160228
480050011002036,010239568004031,1,0,1,0,0,1,0,1,0,0,20160228
480050011002036,360750203021018,1,0,1,0,0,1,0,1,0,0,20160228
480050011002036,360750204002066,1,0,1,0,0,0,1,1,0,0,20160228
480050011002041,360750201003039,1,0,1,0,0,0,1,0,1,0,20160228
480050011003014,360750201001208,1,0,1,0,1,0,0,0,0,1,20160228
480050011003036,220039501003121,1,1,0,0,1,0,0,1,0,0,20160228
480050011003037,360750203011034,1,0,0,1,0,0,1,0,0,1,20160228
480050012001102,220119604001076,1,0,1,0,0,0,1,1,0,0,20160228
480050012002005,220279503001097,1,0,1,0,1,0,0,0,0,1,20160228
480050013001008,220139703001031,1,1,0,0,1,0,0,1,0,0,20160228
480050013001008,220279503001060,1,1,0,0,1,0,0,1,0,0,20160228
480050013001008,220330035012006,1,0,0,1,1,0,0,1,0,0,20160228
480050013003002,220139704003052,1,1,0,0,1,0,0,1,0,0,20160228
480050013003002,220279503001024,1,1,0,0,1,0,0,1,0,0,20160228
480090201001035,400151619001088,1,0,1,0,1,0,0,1,0,0,20160228
480090201002007,400338712002225,1,0,1,0,1,0,0,0,1,0,20160228
480090201002025,400338712002100,1,0,1,0,0,0,1,0,0,1,20160228
480090201002025,400338712002221,1,1,0,0,1,0,0,0,0,1,20160228
480090201002025,400338712002255,1,0,1,0,1,0,0,0,0,1,20160228
480090202001356,400310023021017,1,0,1,0,0,1,0,0,0,1,20160228
480090202001576,391319522004276,1,1,0,0,1,0,0,0,1,0,20160228
480090202001732,720610410001021,1,0,1,0,1,0,0,0,1,0,20160228
480090202002095,400310023013039,1,0,1,0,1,0,0,0,0,1,20160228
480090202003051,400310023012112,1,1,0,0,0,1,0,1,0,0,20160228
480090203001096,400338711001157,1,1,0,0,1,0,0,1,0,0,20160228
480090203002123,400151617001285,1,0,1,0,0,1,0,1,0,0,20160228
480090203002141,400151617001055,1,1,0,0,0,1,0,1,0,0,20160228
480090203002141,400151617002050,1,1,0,0,1,0,0,0,1,0,20160228
480090203002141,400151617002058,1,0,0,1,0,1,0,1,0,0,20160228
480090203002141,400151617002062,1,0,1,0,0,1,0,1,0,0,20160228
480090203002141,400151617002077,1,0,1,0,1,0,0,0,0,1,20160228
480090203002141,400338711002022,1,0,1,0,0,0,1,0,0,1,20160228
480090203002141,400338711003017,1,0,1,0,0,1,0,1,0,0,20160228
480090203002141,400338711004158,1,0,1,0,0,1,0,0,1,0,20160228
480090203002291,400055879002079,1,1,0,0,1,0,0,0,0,1,20160228
480090203002291,400151617002071,1,0,1,0,1,0,0,0,0,1,20160228
480090203002291,400338711002022,1,0,0,1,1,0,0,0,0,1,20160228
480090203003024,400338711002023,1,0,1,0,0,0,1,0,0,1,20160228
480090203003024,400338711002042,1,0,1,0,1,0,0,0,0,1,20160228
480090203003056,400151617001109,1,0,1,0,0,1,0,1,0,0,20160228
480090203003056,400338711002002,1,0,0,1,0,0,1,1,0,0,20160228
480090203003064,400151617001285,1,0,1,0,0,0,1,0,0,1,20160228
480090203003064,400338711004000,1,0,0,1,0,0,1,0,0,1,20160228
480090203003090,220330032012002,1,0,1,0,1,0,0,0,0,1,20160228
480090203003098,400151617001010,1,0,1,0,1,0,0,0,0,1,20160228
480090203003098,400151617002028,1,1,0,0,0,1,0,0,0,1,20160228
480090203003098,400338711001438,1,0,1,0,1,0,0,1,0,0,20160228
480090203003098,400338711003021,1,0,0,1,0,1,0,0,0,1,20160228
480090203003098,400338711003095,1,0,1,0,0,1,0,1,0,0,20160228
480090203003098,400338711004064,1,0,0,1,0,1,0,0,0,1,20160228
480090203003098,400338711004106,1,0,0,1,0,1,0,0,1,0,20160228
480090203003103,400338711001258,1,0,1,0,1,0,0,0,0,1,20160228
480119501001092,350119601001002,1,0,1,0,0,1,0,1,0,0,20160228
480119501001335,350119601002360,1,0,1,0,1,0,0,0,0,1,20160228
480119501001335,350119601002371,1,1,0,0,0,0,1,0,0,1,20160228
480119501003054,350119601002355,1,0,0,1,1,0,0,0,0,1,20160228
480119501003084,350119601002363,1,1,0,0,1,0,0,1,0,0,20160228
480139601001053,450070002003010,1,0,1,0,0,1,0,0,1,0,20160228
480139601001070,450070002002056,1,1,0,0,1,0,0,1,0,0,20160228
480139601002046,450070002002022,1,0,1,0,0,1,0,1,0,0,20160228
480139601002103,450070002002067,1,0,1,0,0,1,0,0,0,1,20160228
480139601002111,450070002002021,1,0,1,0,1,0,0,0,0,1,20160228
480139601002144,450070002001030,1,0,1,0,0,1,0,0,0,1,20160228
480139601002149,450070002003003,1,0,1,0,1,0,0,1,0,0,20160228
480139601003056,450070002001041,1,0,1,0,1,0,0,1,0,0,20160228
480139601003064,450070002001038,1,0,0,1,1,0,0,0,0,1,20160228
480139601003064,450070002002068,1,1,0,0,0,0,1,1,0,0,20160228
480139601003064,450070002003018,1,0,1,0,1,0,0,1,0,0,20160228
480139602013005,311530102031000,1,0,0,1,0,1,0,1,0,0,20160228
480139602013067,060590421034007,1,0,1,0,0,1,0,1,0,0,20160228
480157602001016,290718001003015,1,0,1,0,0,1,0,1,0,0,20160228
